frequency,power
4.743344520021698152e+00,1.019898107245645943e-03
4.752172308862605554e+00,9.891000702671329595e-04
4.761000097703512068e+00,8.913847043155270723e-04
4.769827886544419471e+00,7.430404787342938938e-04
4.778655675385326873e+00,5.845056514178648827e-04
4.787483464226233387e+00,5.101783990113041610e-04
4.796311253067140790e+00,6.244599648917785158e-04
4.805139041908047304e+00,8.829613797399281198e-04
4.813966830748954706e+00,1.197332869541687956e-03
4.822794619589862108e+00,1.519125197813200141e-03
4.831622408430768623e+00,1.820726656998639028e-03
4.840450197271676025e+00,2.083492762767611382e-03
4.849277986112583427e+00,2.294525785210215808e-03
4.858105774953489941e+00,2.445810212117782625e-03
4.866933563794397344e+00,2.533627209361858680e-03
4.875761352635304746e+00,2.557788072025540555e-03
4.884589141476211260e+00,2.520801704455681753e-03
4.893416930317118663e+00,2.427210890037942610e-03
4.902244719158025177e+00,2.283217982582930530e-03
4.911072507998932579e+00,2.096533848995259328e-03
4.919900296839839982e+00,1.876249946455196740e-03
4.928728085680746496e+00,1.632530482925854997e-03
4.937555874521653898e+00,1.376054764943258077e-03
4.946383663362560412e+00,1.117323085650768089e-03
4.955211452203467815e+00,8.660449215592600598e-04
4.964039241044375217e+00,6.307947158119427654e-04
4.972867029885281731e+00,4.190299812275857447e-04
4.981694818726189133e+00,2.377552041126626472e-04
4.990522607567096536e+00,9.860283677678135844e-05
4.999350396408003050e+00,6.922551954154670842e-05
5.008178185248910452e+00,1.272994975517620950e-04
5.017005974089817855e+00,1.622380236706551856e-04
5.025833762930724369e+00,1.637074497603754506e-04
5.034661551771631771e+00,1.344545634286815558e-04
5.043489340612538285e+00,8.393381042386913746e-05
5.052317129453445688e+00,5.926018632727362277e-05
5.061144918294353090e+00,1.276460905782991241e-04
5.069972707135259604e+00,2.230589895663917651e-04
5.078800495976167007e+00,3.187429695676398302e-04
5.087628284817073521e+00,4.031410683320679040e-04
5.096456073657980923e+00,4.670703962205944595e-04
5.105283862498888325e+00,5.029784072350285302e-04
5.114111651339794840e+00,5.053848246243563191e-04
5.122939440180702242e+00,4.714962548023650933e-04
5.131767229021609644e+00,4.020809985109032730e-04
5.140595017862516158e+00,3.040310451270424193e-04
5.149422806703423561e+00,2.034620704779251837e-04
5.158250595544330963e+00,1.941843238052647427e-04
5.167078384385237477e+00,3.254260240877808398e-04
5.175906173226144880e+00,5.086781933777201250e-04
5.184733962067051394e+00,7.012804814364166466e-04
5.193561750907958796e+00,8.840356653682629028e-04
5.202389539748866198e+00,1.043332122931380900e-03
5.211217328589772713e+00,1.168456645844908812e-03
5.220045117430680115e+00,1.251431018071365699e-03
5.228872906271586629e+00,1.287131697647145084e-03
5.237700695112494031e+00,1.273320899406705457e-03
5.246528483953401434e+00,1.210618653671014996e-03
5.255356272794307948e+00,1.102486327547509476e-03
5.264184061635215350e+00,9.551921270121327976e-04
5.273011850476122753e+00,7.776156084496891252e-04
5.281839639317029267e+00,5.807306860647310724e-04
5.290667428157936669e+00,3.767254146507782405e-04
5.299495216998844072e+00,1.779005419274738849e-04
5.308323005839750586e+00,4.568278700450520920e-06
5.317150794680657988e+00,1.606467061033136159e-04
5.325978583521564502e+00,2.835536305448668358e-04
5.334806372362471905e+00,3.685055834437471825e-04
5.343634161203379307e+00,4.137045937410864971e-04
5.352461950044285821e+00,4.203994149552283386e-04
5.361289738885193223e+00,3.930627564072665869e-04
5.370117527726099738e+00,3.395403908038493426e-04
