frequency,power
3.585667964323559609e+00,5.288355451167839894e-01
3.594658983095321059e+00,3.539904888095486979e-01
3.603650001867083397e+00,1.889680515272410544e-01
3.612641020638844402e+00,4.277678315706429091e-02
3.621632039410606296e+00,8.037154749498733042e-02
3.630623058182368190e+00,1.723862822754888557e-01
3.639614076954129196e+00,2.325796827601545602e-01
3.648605095725891534e+00,2.606705986142607845e-01
3.657596114497652540e+00,2.587051203292909940e-01
3.666587133269413989e+00,2.307577161836445456e-01
3.675578152041175883e+00,1.825640720616093504e-01
3.684569170812937333e+00,1.210197507553649743e-01
3.693560189584698783e+00,5.395595172374161724e-02
3.702551208356460233e+00,2.085657949734914807e-02
3.711542227128222127e+00,7.717613172430996815e-02
3.720533245899984021e+00,1.252851543022500402e-01
3.729524264671745470e+00,1.582650726433677824e-01
3.738515283443506920e+00,1.739554026636762618e-01
3.747506302215268814e+00,1.720721358199751583e-01
3.756497320987030264e+00,1.540339553557510122e-01
3.765488339758792158e+00,1.227691301220577985e-01
3.774479358530553608e+00,8.245203392811734089e-02
3.783470377302315502e+00,3.881915535842506843e-02
3.792461396074076951e+00,1.950775144968074082e-02
3.801452414845837957e+00,5.433529074726996949e-02
3.810443433617599851e+00,8.657389153972529228e-02
3.819434452389361745e+00,1.086203046194507138e-01
3.828425471161123195e+00,1.184183792385241629e-01
3.837416489932885089e+00,1.154972203129141090e-01
3.846407508704646538e+00,1.007437027862052581e-01
3.855398527476407544e+00,7.630517070123485346e-02
3.864389546248169882e+00,4.564337113046312150e-02
3.873380565019931332e+00,1.753026246557386203e-02
3.882371583791692782e+00,3.195280675172871426e-02
3.891362602563454676e+00,6.143481371031947469e-02
3.900353621335216570e+00,8.593607145965659333e-02
3.909344640106978019e+00,1.021000155941111931e-01
3.918335658878739469e+00,1.084160251444983986e-01
3.927326677650500919e+00,1.045481649407051100e-01
3.936317696422263257e+00,9.130878310831441746e-02
3.945308715194024263e+00,7.071005239857305891e-02
3.954299733965786157e+00,4.643188872652527499e-02
3.963290752737548051e+00,2.774036973153262003e-02
3.972281771509309056e+00,3.446814152882244492e-02
3.981272790281070950e+00,5.533736336053861338e-02
3.990263809052832400e+00,7.435968168766249331e-02
3.999254827824594294e+00,8.697460462702930051e-02
4.008245846596355300e+00,9.146106638296547242e-02
4.017236865368117193e+00,8.738395261182102525e-02
4.026227884139879087e+00,7.535163011471694705e-02
4.035218902911640093e+00,5.696360312746027998e-02
4.044209921683401987e+00,3.504839718998475212e-02
4.053200940455163881e+00,1.742002044887873066e-02
4.062191959226925775e+00,2.615195762855822975e-02
4.071182977998686781e+00,4.555578481327841878e-02
4.080173996770448674e+00,6.182656447280338030e-02
4.089165015542210568e+00,7.196670314393414924e-02
4.098156034313971574e+00,7.480503037622074358e-02
4.107147053085733468e+00,7.017316416222080244e-02
4.116138071857495362e+00,5.886799197000283645e-02
4.125129090629256368e+00,4.286270480604469080e-02
4.134120109401018262e+00,2.675078251595987625e-02
4.143111128172780155e+00,2.363811517169006615e-02
4.152102146944541161e+00,3.781926383977213951e-02
4.161093165716303055e+00,5.465280247980342648e-02
4.170084184488064949e+00,6.798503379516507295e-02
4.179075203259825955e+00,7.550272018059116241e-02
4.188066222031587849e+00,7.615878186485702805e-02
4.197057240803349742e+00,6.978296507915293656e-02
4.206048259575110748e+00,5.701217360660990052e-02
4.215039278346872642e+00,3.927109756252689099e-02
4.224030297118634536e+00,1.915774579506909422e-02
4.233021315890396430e+00,1.127286721686811787e-02
4.242012334662157436e+00,2.929601147925520524e-02
4.251003353433919330e+00,4.722613035035939932e-02
4.259994372205681223e+00,6.069088750589532455e-02
4.268985390977442229e+00,6.813926360472555288e-02
4.277976409749204123e+00,6.881595595950469602e-02
4.286967428520966017e+00,6.269171875852461162e-02
4.295958447292727023e+00,5.049656852227928094e-02
4.304949466064488917e+00,3.383001938937553466e-02
4.313940484836250810e+00,1.648521497224641336e-02
4.322931503608011816e+00,1.669617124887162393e-02
4.331922522379773710e+00,3.424826905556731943e-02
4.340913541151535604e+00,5.127059009681495666e-02
4.349904559923297498e+00,6.415641853769576963e-02
4.358895578695058504e+00,7.140553267508492619e-02
4.367886597466820398e+00,7.232627505170841076e-02
4.376877616238582291e+00,6.697731904936825298e-02
4.385868635010343297e+00,5.624908601259961255e-02
4.394859653782105191e+00,4.211687012510210992e-02
4.403850672553867085e+00,2.879393176497212561e-02
4.412841691325628091e+00,2.542571747641459226e-02
4.421832710097389985e+00,3.507542707370442381e-02
4.430823728869151878e+00,4.779169027059399638e-02
4.439814747640912884e+00,5.775398542734512530e-02
4.448805766412674778e+00,6.263429830111262586e-02
4.457796785184436672e+00,6.144703446885675657e-02
4.466787803956197678e+00,5.406829019719585488e-02
4.475778822727959572e+00,4.113024077943842199e-02
4.484769841499721466e+00,2.403669538744346995e-02
4.493760860271482471e+00,7.219860970584384384e-03
4.502751879043244365e+00,1.923781936566696174e-02
4.511742897815006259e+00,3.834458644954182732e-02
4.520733916586768153e+00,5.474420475236686096e-02
4.529724935358529159e+00,6.656130083310980716e-02
4.538715954130291053e+00,7.263660919184949938e-02
4.547706972902052946e+00,7.242341785451324176e-02
4.556697991673813952e+00,6.606348122314757709e-02
4.565689010445575846e+00,5.449084766574766037e-02
4.574680029217337740e+00,3.969507825224085490e-02
4.583671047989098746e+00,2.604280276684621878e-02
4.592662066760860640e+00,2.364035510089184874e-02
4.601653085532622534e+00,3.444060974098280686e-02
4.610644104304383539e+00,4.732551527910682648e-02
4.619635123076145433e+00,5.694802371494728233e-02
4.628626141847907327e+00,6.124973315430142645e-02
4.637617160619669221e+00,5.938995129812756762e-02
4.646608179391430227e+00,5.135844270701345193e-02
4.655599198163192121e+00,3.789901999735501709e-02
4.664590216934954015e+00,2.056975622562566552e-02
4.673581235706715020e+00,6.342250645632418853e-03
4.682572254478476914e+00,2.209718477850506832e-02
4.691563273250238808e+00,4.050880455376069250e-02
4.700554292021999814e+00,5.558527323277152182e-02
4.709545310793761708e+00,6.555491271125254982e-02
4.718536329565523602e+00,6.930599416796946743e-02
4.727527348337284607e+00,6.638113598032031881e-02
4.736518367109046501e+00,5.708665061947862385e-02
4.745509385880808395e+00,4.269773904581331686e-02
4.754500404652569401e+00,2.643547308052740519e-02
4.763491423424331295e+00,1.959530722216218032e-02
4.772482442196093189e+00,3.270920757809649831e-02
4.781473460967854194e+00,5.056976574151517828e-02
4.790464479739616088e+00,6.575754913431318405e-02
4.799455498511377982e+00,7.560447579031241705e-02
4.808446517283139876e+00,7.869152709035374949e-02
4.817437536054900882e+00,7.443039111115726247e-02
4.826428554826662776e+00,6.305671363136317042e-02
4.835419573598424670e+00,4.570478541096262975e-02
4.844410592370185675e+00,2.490600880973257644e-02
4.853401611141947569e+00,1.322036783098103074e-02
4.862392629913709463e+00,3.118852657953623958e-02
4.871383648685470469e+00,5.246723458922913919e-02
4.880374667457232363e+00,6.971985050949901230e-02
4.889365686228994257e+00,8.056186376924862058e-02
4.898356705000755262e+00,8.360038458987577303e-02
4.907347723772517156e+00,7.828019621162907171e-02
4.916338742544279050e+00,6.499038245180718820e-02
4.925329761316040944e+00,4.533631839231199584e-02
4.934320780087801950e+00,2.402554189527742953e-02
4.943311798859563844e+00,2.319811762093122731e-02
4.952302817631325738e+00,4.648407636533308240e-02
4.961293836403086743e+00,7.083513613022511535e-02
4.970284855174848637e+00,9.031229989153009841e-02
4.979275873946610531e+00,1.021358761576415947e-01
4.988266892718371537e+00,1.045726142191907154e-01
4.997257911490133431e+00,9.683252175448849031e-02
5.006248930261895325e+00,7.915378375823106660e-02
5.015239949033656330e+00,5.287721422772753699e-02
5.024230967805418224e+00,2.081079283628079965e-02
5.033221986577180118e+00,1.849057158603069351e-02
5.042213005348941124e+00,5.377021481593769608e-02
5.051204024120703018e+00,8.623342874803409386e-02
5.060195042892464912e+00,1.117045675957173412e-01
5.069186061664225917e+00,1.271293307860512922e-01
5.078177080435987811e+00,1.302620977080502784e-01
5.087168099207749705e+00,1.198860163452808714e-01
5.096159117979511599e+00,9.604065432401730218e-02
5.105150136751272605e+00,6.023407751378055675e-02
5.114141155523034499e+00,1.714220924654807215e-02
5.123132174294796393e+00,3.898365804391627776e-02
5.132123193066557398e+00,9.054999022168658263e-02
5.141114211838319292e+00,1.386798243245814244e-01
5.150105230610081186e+00,1.777563380628100209e-01
5.159096249381842192e+00,2.028463404326946440e-01
5.168087268153604086e+00,2.097190672875488271e-01
5.177078286925365980e+00,1.951989295940088354e-01
5.186069305697126985e+00,1.575682170458586329e-01
5.195060324468888879e+00,9.708772069473921296e-02
5.204051343240650773e+00,2.299954125817299869e-02
5.213042362012412667e+00,9.121053370131927684e-02
5.222033380784173673e+00,2.048218075572389718e-01
5.231024399555935567e+00,3.269847986496208225e-01
5.240015418327697461e+00,4.505779268804474547e-01
5.249006437099458466e+00,5.686781401213074627e-01
5.257997455871220360e+00,6.744612351673123785e-01
5.266988474642982254e+00,7.615615542833743534e-01
5.275979493414743260e+00,8.245652514436161429e-01
5.284970512186505154e+00,8.595361705187818391e-01
5.293961530958267048e+00,8.644334445528090161e-01
5.302952549730028053e+00,8.392900894856080152e-01
5.311943568501789947e+00,7.861095289281466725e-01
5.320934587273551841e+00,7.085489138349656546e-01
5.329925606045312847e+00,6.115193335709618871e-01
5.338916624817074741e+00,5.008112904185606507e-01
5.347907643588836635e+00,3.827792332902740235e-01
5.356898662360597640e+00,2.640571561334707495e-01
5.365889681132359534e+00,1.513309198417509549e-01
5.374880699904121428e+00,5.245288846712054670e-02
5.383871718675883322e+00,4.327661655750138919e-02
5.392862737447644328e+00,1.057350613054155175e-01
5.401853756219406222e+00,1.495382807816372506e-01
5.410844774991168116e+00,1.722096020840102326e-01
5.419835793762929121e+00,1.748445254129303572e-01
5.428826812534691015e+00,1.599760917766806512e-01
5.437817831306452909e+00,1.311505377135182282e-01
5.446808850078213915e+00,9.262243400861228104e-02
5.455799868849975809e+00,4.910729701447860002e-02
