time,flux
2.891316872081861220e+03,1.002284646034240723e+00
2.891318260991520674e+03,1.002014040946960449e+00
2.891319649901645334e+03,1.002073287963867188e+00
2.891321038811304334e+03,1.001966953277587891e+00
2.891322427721429904e+03,1.003642439842223899e+00
2.891323816631088903e+03,1.001769185066223145e+00
2.891325205541214928e+03,1.002402782440185547e+00
2.891326594450875291e+03,1.001932621002197266e+00
2.891327983360999951e+03,1.003670334815979004e+00
2.891329372270659860e+03,1.001243948936462402e+00
2.891330761180784521e+03,1.001749277114867942e+00
2.891332150090444429e+03,1.002779603004455566e+00
2.891333539000568635e+03,1.001997828483581543e+00
2.891334927910228998e+03,1.002936601638793945e+00
2.891336316819887998e+03,1.002763032913208008e+00
2.891337705730013568e+03,1.001541852951049805e+00
2.891339094639672567e+03,1.003274321556091309e+00
2.891340483549798591e+03,1.001228570938110352e+00
2.891341872459458955e+03,1.002820968627929688e+00
2.891343261369117954e+03,1.001348972320556641e+00
2.891344650279243524e+03,1.002409100532531516e+00
2.891346039188902068e+03,1.002136349678039551e+00
2.891347428098561522e+03,1.002794146537780762e+00
2.891348817008687092e+03,1.001803398132324219e+00
2.891350205918347001e+03,1.002373576164245605e+00
2.891351594828006000e+03,1.001979708671569824e+00
2.891352983738131570e+03,1.001135110855102317e+00
2.891354372647790569e+03,1.002230644226074219e+00
2.891355761557450933e+03,1.001840114593505859e+00
2.891357150467111296e+03,1.002960205078125000e+00
2.891358539377235502e+03,1.002377629280090332e+00
2.891359928286894046e+03,1.002855539321899414e+00
2.891361317196553955e+03,1.001753807067871094e+00
2.891362706106213409e+03,1.002236247062683105e+00
2.891364095016338979e+03,1.001662611961364746e+00
2.891365483925999342e+03,1.002619862556457520e+00
2.891366872835658342e+03,1.002496123313903809e+00
2.891368261745318250e+03,1.001945018768310325e+00
2.891369650654977249e+03,1.001550912857055664e+00
2.891371039565103274e+03,1.002073168754577637e+00
2.891372428474762728e+03,1.002771735191345215e+00
2.891373817384421727e+03,1.002400517463684082e+00
2.891375206294080726e+03,1.002000331878662109e+00
2.891376595203740635e+03,1.002380013465881126e+00
2.891377984113400544e+03,1.001673460006713867e+00
2.891379373023526114e+03,1.002470731735229492e+00
2.891380761933186022e+03,1.001945137977600098e+00
2.891382150842845022e+03,1.002050161361694336e+00
2.891383539752504930e+03,1.002126932144165039e+00
2.891384928662163020e+03,1.002042889595031516e+00
2.891386317571822929e+03,1.001277446746825950e+00
2.891387706481482837e+03,1.001865148544311523e+00
2.891389095391142746e+03,1.002305746078491211e+00
2.891390484300801745e+03,1.003145456314086692e+00
2.891391873210461654e+03,1.001752853393554688e+00
2.891393262120121562e+03,1.002044320106506348e+00
2.891394651029781471e+03,1.001360058784484863e+00
2.891396039939441380e+03,1.002345919609069824e+00
2.891397428849100379e+03,1.002800226211547852e+00
2.891398817758759378e+03,1.001721262931823508e+00
2.891400206668418377e+03,1.001628994941711426e+00
2.891401595578078286e+03,1.001785159111022727e+00
2.891402984487738195e+03,1.001804471015929954e+00
2.891404373397398103e+03,1.000696063041687012e+00
2.891405762307057103e+03,1.001553893089294434e+00
2.891407151216717011e+03,1.001711845397949219e+00
2.891408540126376920e+03,1.001735329627990723e+00
2.891409929036036829e+03,1.001166820526123047e+00
2.891411317945696737e+03,1.001517891883850098e+00
2.891412706855355282e+03,1.002793908119201660e+00
2.891414095765013826e+03,1.002213001251220703e+00
2.891415484674674190e+03,1.002268075942993164e+00
2.891416873584334553e+03,1.001006245613097922e+00
2.891418262493993552e+03,1.001470804214477539e+00
2.891419651403187800e+03,1.002337098121643066e+00
2.891421040312846799e+03,1.001399040222167969e+00
2.891422429222506707e+03,1.002589702606201172e+00
2.891423818132166616e+03,1.001749157905578613e+00
2.891425207041826070e+03,1.001432299613952637e+00
2.891426595951484614e+03,1.001033663749694824e+00
2.891427984861144523e+03,1.001270294189453125e+00
2.891429373770337406e+03,1.002061724662780762e+00
2.891430762679998224e+03,1.002194762229919434e+00
2.891432151589658588e+03,1.001535534858703613e+00
2.891433540499317587e+03,1.001234054565429688e+00
2.891434929408511834e+03,1.001433610916137695e+00
2.891436318318170834e+03,1.001685142517089844e+00
2.891437707227830742e+03,1.001326560974121094e+00
2.891439096137489742e+03,1.002495765686035156e+00
2.891440485046683989e+03,1.001034617424011230e+00
