time,flux
1.956210638315374808e+03,7.093937993049621582e-01
1.956212027198712349e+03,8.147240877151489258e-01
1.956213416082050344e+03,8.990019559860228382e-01
1.956214804965380836e+03,1.002981543540954368e+00
1.956216193848710873e+03,1.130937218666076660e+00
1.956217582732041137e+03,1.214323997497558372e+00
1.956218971615372084e+03,1.288776516914367676e+00
1.956220360498701893e+03,1.347548365592956321e+00
1.956221749382026019e+03,1.406182289123535156e+00
1.956223138265356738e+03,1.462927222251892090e+00
1.956224527148679272e+03,1.553161382675170898e+00
1.956225916032002033e+03,1.575852155685424805e+00
1.956227304915324794e+03,1.609555244445800781e+00
1.956228693798640734e+03,1.580388188362121582e+00
1.956230082681963950e+03,1.574188351631164329e+00
1.956231471565279890e+03,1.599251031875610352e+00
1.956232860448595602e+03,1.599227309226989524e+00
1.956234249331911087e+03,1.595266103744506836e+00
1.956235638215219979e+03,1.618731260299682617e+00
1.956237027098535918e+03,1.659114718437194824e+00
1.956238415981844355e+03,1.645770430564880371e+00
1.956239804865160067e+03,1.655453324317931907e+00
1.956241193748468731e+03,1.671947717666625977e+00
1.956242582631776713e+03,1.677700757980346680e+00
1.956243971515077646e+03,1.664347052574157493e+00
1.956245360398385628e+03,1.715894103050231934e+00
1.956246749281687244e+03,1.677662372589111106e+00
1.956248138164995680e+03,1.732285261154174805e+00
1.956249527048296841e+03,1.744800925254821555e+00
1.956250915931598911e+03,1.758261442184448242e+00
1.956252304814893705e+03,1.758746743202209473e+00
1.956253693698194866e+03,1.789622664451599121e+00
1.956255082581488750e+03,1.816046595573425293e+00
1.956256471464790366e+03,1.845280766487121582e+00
1.956257860348084023e+03,1.791742682456970215e+00
1.956259249231378362e+03,1.799345612525939941e+00
1.956260638114672020e+03,1.818546414375305176e+00
1.956262026997958401e+03,1.808897614479064719e+00
1.956263415881252058e+03,1.818215608596801536e+00
1.956264804764538439e+03,1.822818279266357644e+00
1.956266193647832324e+03,1.853628993034362793e+00
1.956267582531119160e+03,1.857938885688781516e+00
1.956268971414405996e+03,1.892908573150634766e+00
1.956270360297685102e+03,1.882521271705627219e+00
1.956271749180971938e+03,1.903287649154663308e+00
1.956273138064258774e+03,1.892853379249572754e+00
1.956274526947538334e+03,1.878545880317687988e+00
1.956275915830817667e+03,1.906498432159424050e+00
1.956277304714104503e+03,1.878722906112670898e+00
1.956278693597384063e+03,1.903314471244812012e+00
1.956280082480655892e+03,1.934157729148864746e+00
1.956281471363935680e+03,1.975040078163146751e+00
1.956282860247215240e+03,1.985598444938659668e+00
1.956284249130487296e+03,1.977671980857849121e+00
1.956285638013766402e+03,1.995453476905822754e+00
1.956287026897038913e+03,2.029772520065307617e+00
1.956288415780311198e+03,1.997843503952026367e+00
1.956289804663583254e+03,2.010976076126098189e+00
1.956291193546855311e+03,2.033771276473999023e+00
1.956292582430127595e+03,2.023853540420531782e+00
1.956293971313392831e+03,1.993662357330322488e+00
1.956295360196664888e+03,1.993126630783080833e+00
1.956296749079929668e+03,2.018993616104125977e+00
1.956298137963193994e+03,1.990218758583068848e+00
1.956299526846458093e+03,2.006109237670898438e+00
1.956300915729723101e+03,2.029384613037109375e+00
1.956302304612988110e+03,2.006106138229370117e+00
1.956303693496252890e+03,2.049932241439819336e+00
1.956305082379517671e+03,2.019216299057006836e+00
1.956306471262775176e+03,1.999650359153747559e+00
1.956307860146040866e+03,2.009654521942138228e+00
1.956309249029299281e+03,1.989254832267761230e+00
1.956310637912556786e+03,1.987263083457946777e+00
1.956312026795821566e+03,2.013065576553344727e+00
1.956313415679079526e+03,1.973389625549316406e+00
1.956314804562329527e+03,1.985972046852112038e+00
1.956316193445587260e+03,1.989724278450011985e+00
1.956317582328844310e+03,2.002534627914428711e+00
1.956318971212101133e+03,2.017153501510620117e+00
1.956320360095351589e+03,1.967551469802856445e+00
1.956321748978602045e+03,2.007100343704223633e+00
1.956323137861859550e+03,2.003208875656127930e+00
1.956324526745110006e+03,2.023898601531982422e+00
1.956325915628360463e+03,2.014076471328735352e+00
1.956327304511610464e+03,2.010027170181274414e+00
1.956328693394860693e+03,1.984001159667968750e+00
1.956330082278111149e+03,2.035633802413940430e+00
1.956331471161354330e+03,2.024151563644409180e+00
1.956332860044604786e+03,2.009720802307128906e+00
1.956334248927855242e+03,2.019926071166992188e+00
1.956335637811097513e+03,1.981165051460265891e+00
1.956337026694340693e+03,1.993238210678100364e+00
1.956338415577592059e+03,1.993039488792419212e+00
1.956339804460834785e+03,1.986354470252990723e+00
1.956341193344077510e+03,1.975024580955505149e+00
1.956342582227320690e+03,1.978070378303528054e+00
1.956343971110564098e+03,2.008239746093750000e+00
1.956345359993807278e+03,1.967189788818359153e+00
1.956346748877042728e+03,1.976525783538818359e+00
1.956348137760285908e+03,2.038408994674682617e+00
1.956349526643528861e+03,2.040301322937011719e+00
1.956350915526764766e+03,2.029147863388061523e+00
1.956352304410007946e+03,2.029483556747436523e+00
1.956353693293243623e+03,2.045224428176879883e+00
1.956355082176478845e+03,2.057049036026000977e+00
1.956356471059714067e+03,2.039622306823730469e+00
1.956357859942949517e+03,2.066542863845825195e+00
1.956359248826185649e+03,2.067522287368774414e+00
1.956360637709421098e+03,2.046014308929443359e+00
1.956362026592657230e+03,2.012194633483886719e+00
1.956363415475893134e+03,2.033835411071777344e+00
1.956364804359128811e+03,2.046313285827636719e+00
1.956366193242357895e+03,2.048131942749022993e+00
1.956367582125594481e+03,2.053888320922851562e+00
1.956368971008830385e+03,2.018159866333007812e+00
1.956370359892059241e+03,2.024103641510009766e+00
1.956371748775287188e+03,2.019002914428710938e+00
1.956373137658522410e+03,1.996819734573364036e+00
1.956374526541750356e+03,2.022281646728515625e+00
1.956375915424978757e+03,2.042384147644042969e+00
1.956377304308207158e+03,2.016170024871826172e+00
1.956378693191435559e+03,2.004693984985351562e+00
1.956380082074664415e+03,2.022079467773437500e+00
1.956381470957892816e+03,1.973007321357727273e+00
1.956382859841121672e+03,1.990956068038940430e+00
1.956384248724350073e+03,1.992710709571838379e+00
1.956385637607578474e+03,1.975547194480895996e+00
1.956387026490800054e+03,1.965087413787841575e+00
1.956388415374028455e+03,1.981119275093078391e+00
1.956389804257256856e+03,1.962797284126281516e+00
1.956391193140477526e+03,1.922739505767822488e+00
1.956392582023697969e+03,1.917134761810302734e+00
1.956393970906927279e+03,1.874073147773742454e+00
1.956395359790149087e+03,1.863120555877685547e+00
1.956396748673377488e+03,1.815073251724243164e+00
1.956398137556598840e+03,1.720424890518188477e+00
1.956399526439819965e+03,1.602599263191223145e+00
1.956400915323041545e+03,1.475377917289733887e+00
1.956402304206262443e+03,1.291972041130065918e+00
1.956403693089483568e+03,1.191596150398254395e+00
1.956405081972705148e+03,1.030678987503051536e+00
1.956406470855926500e+03,9.453609585762026146e-01
1.956407859739148080e+03,8.200920224189758301e-01
1.956409248622368068e+03,7.152899503707885742e-01
1.956410637505588738e+03,6.062054038047790527e-01
1.956412026388802815e+03,5.656135082244873047e-01
1.956413415272023940e+03,5.772355794906616211e-01
1.956414804155245292e+03,5.786352157592773438e-01
1.956416193038459141e+03,5.877051353454589844e-01
1.956417581921680494e+03,6.357646584510803223e-01
1.956418970804901619e+03,6.969436407089233398e-01
1.956420359688115695e+03,7.884564995765686035e-01
1.956421748571336821e+03,9.034201502799988903e-01
1.956423137454552034e+03,1.006018161773681641e+00
1.956424526337766338e+03,1.115897893905639648e+00
1.956425915220987690e+03,1.236438632011413574e+00
1.956427304104201539e+03,1.360175013542175293e+00
1.956428692987414706e+03,1.443556666374206321e+00
1.956430081870628101e+03,1.508871436119079590e+00
1.956431470753849680e+03,1.594211697578429954e+00
1.956432859637063530e+03,1.644390344619750755e+00
1.956434248520277151e+03,1.718285441398620605e+00
1.956435637403491228e+03,1.780201792716979980e+00
1.956437026286705304e+03,1.857215166091918723e+00
1.956438415169919153e+03,1.842516541481018066e+00
1.956439804053133230e+03,1.838824152946471946e+00
1.956441192936347306e+03,1.844041943550109641e+00
1.956442581819561155e+03,1.872873425483703613e+00
1.956443970702775232e+03,1.859818577766418457e+00
1.956445359585989308e+03,1.915205001831054465e+00
1.956446748469202475e+03,1.916172266006469505e+00
1.956448137352415642e+03,1.905779719352721946e+00
1.956449526235622443e+03,1.978274345397949219e+00
1.956450915118836292e+03,1.977442502975464089e+00
1.956452304002051278e+03,1.983064770698547141e+00
1.956453692885265582e+03,1.949846625328063965e+00
1.956455081768472382e+03,2.007025003433227539e+00
1.956456470651686459e+03,1.971251964569091575e+00
1.956457859534900308e+03,2.032457113265991211e+00
1.956459248418107109e+03,2.041933059692382812e+00
1.956460637301320730e+03,2.016931533813476562e+00
1.956462026184527531e+03,2.050673007965087891e+00
1.956463415067741607e+03,2.046273708343505415e+00
1.956464803950955229e+03,2.018421173095703125e+00
1.956466192834160893e+03,2.073338031768798828e+00
1.956467581717374742e+03,2.093335866928100586e+00
1.956468970600581542e+03,2.074020862579345703e+00
1.956470359483796074e+03,2.086899518966674805e+00
1.956471748367002419e+03,2.069809436798095703e+00
1.956473137250208765e+03,2.072006940841674805e+00
1.956474526133423296e+03,2.101707458496093750e+00
1.956475915016629642e+03,2.162382125854492188e+00
1.956477303899843491e+03,2.158021688461303711e+00
1.956478692783050292e+03,2.193460226058959961e+00
1.956480081666257547e+03,2.187761783599853516e+00
1.956481470549472306e+03,2.163116216659545454e+00
1.956482859432678424e+03,2.193731546401977539e+00
1.956484248315892046e+03,2.231132745742797407e+00
1.956485637199098392e+03,2.264361381530761719e+00
1.956487026082305192e+03,2.263373136520385742e+00
1.956488414965511993e+03,2.271160364151000977e+00
1.956489803848725614e+03,2.323740005493164062e+00
1.956491192731932415e+03,2.330294847488403320e+00
1.956492581615139216e+03,2.303650617599487305e+00
1.956493970498353292e+03,2.353878736495971680e+00
1.956495359381560093e+03,2.324821472167968750e+00
1.956496748264766438e+03,2.361488342285155806e+00
1.956498137147973239e+03,2.385031938552856445e+00
1.956499526031187088e+03,2.345500707626342773e+00
1.956500914914393888e+03,2.325678110122680664e+00
1.956502303797600007e+03,2.344467163085937500e+00
1.956503692680805671e+03,2.329076051712036133e+00
1.956505081564019974e+03,2.339684247970580611e+00
1.956506470447226775e+03,2.326490640640258789e+00
1.956507859330433575e+03,2.309471607208251953e+00
